FeatureID,mzmed,rtmed,L1,L2,L3,L4,L5,L6,L7,L8,L9,NL1,NL10,NL11,NL2,NL3,NL4,NL5,NL6,NL7,NL8,NL9,PB1,PB2,PB3,PB4,isotopes,adduct,pcgroup,Omic,Polarity
620,379.1351900110424,582.01043701171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7516.088926787519,9832.108918009231,9501.827933416245,,,651,Mx,Negative
621,379.13496985895836,596.107666015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7991.559796643983,0,5852.728382068434,6870.738197696046,,,441,Mx,Negative
622,379.13541790711565,548.7035827636719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17252.99804182973,16356.060263997611,,,458,Mx,Negative
623,380.0134488028415,96.10304260253906,22494.310570031532,19971.71625396179,21468.292707993613,18570.77018912803,20049.783019496004,21138.785368210185,20931.60985876711,18524.07823770309,20142.149579807432,22699.802570160893,22074.093406135577,20854.960194745054,17067.413032366418,18447.191962639623,28580.46386430035,30846.030491281796,28099.260692689684,23554.973157186156,28733.864840497783,20263.04798140971,0,5928.9165203818075,0,0,,[M+Cl]- 345.053,2,Mx,Negative
624,380.1383596420821,424.9628601074219,6285.902279665149,6475.853758853901,5478.059453540896,6607.3534535682165,7050.290782423105,5027.441650499069,5055.270106053387,5228.538683089408,5060.895198892677,9793.186092922568,8157.677743371884,0,5065.18563265099,4893.2739411100865,7090.433625161641,8798.856146992423,6611.539128838558,0,7090.017113851797,6271.345523954859,0,0,0,0,[45][M+1]-,,337,Mx,Negative
625,381.0086459392199,345.5467529296875,6949.280474860928,5589.814938055943,5717.524058468788,6202.985920216553,7111.184351305366,6441.253584807418,6171.67290873804,6036.194792378636,6023.074691726008,6840.571554789872,6317.340404322503,6574.940613391299,6146.808457393694,4647.64245446957,6915.0921037741355,6895.129899777952,6512.423120821124,7097.010009708608,6531.676787762975,6088.706274461932,0,0,0,0,,[M+Cl]- 346.031,5,Mx,Negative
626,382.0104199533973,95.75813293457031,17604.448820952195,15858.655831375914,17217.80158644012,14254.486148760188,15684.42141003155,16119.754934455146,15275.842045034226,14807.988831806368,15694.484378520237,17913.272270043628,17058.503678372283,16391.81645870738,12764.254467787592,14670.060806696774,22400.77654362902,23768.028135962457,21893.35582777767,18327.14099246886,21633.79073566648,16313.847366027027,0,4930.29728479297,0,0,,[M-2H+K]- 345.053,2,Mx,Negative
627,382.10006257403154,407.854248046875,0,8247.007329027267,0,0,10860.296151398717,10733.958788114041,14449.683024930915,0,0,9254.595994293999,0,24870.109490886818,23137.384037854423,0,2849.501142542683,3111.3799308762964,3543.3010838636224,3460.9123198419597,0,0,0,0,0,0,,,360,Mx,Negative
628,384.0532944236497,450.3849792480469,50339.66804858676,52451.81586606269,57019.26894575926,21905.57033297367,0,60938.69314592854,59112.239593906656,66428.75964886778,53157.09966859282,45922.6731460841,58398.84937129362,49785.0192551291,56672.61797635321,41670.26242238058,38286.162021632095,50438.38732639853,0,0,50451.09848414123,50931.207061372406,0,0,0,0,,,19,Mx,Negative
629,384.0459724918611,547.9818420410156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44347.27679775503,43815.76092436166,[46][M]-,,459,Mx,Negative
630,384.0549864118244,325.80909729003906,31174.77334809992,35011.45420019178,43908.8724399929,31689.974798274106,31293.866602511112,50414.310233850636,43604.93026931806,46181.00628024976,42030.19168670695,33008.981398042146,37019.990422316645,30922.148851368383,45971.902191730296,36597.051508093486,26583.507340611282,35690.86583419966,34770.7010246219,26791.92448614997,50188.18342717694,34353.10636593965,0,0,0,0,[47][M]-,,63,Mx,Negative
631,385.0060252053952,458.87083435058594,5728.147196473622,8177.7247797628925,0,6040.694868111035,8624.177288515488,4923.355055934084,8485.665656417503,7867.665606379158,8724.711342023344,0,9201.4416503272,7100.5415796570205,6592.77041887199,0,0,0,0,0,0,8844.586678277563,0,0,0,0,,,505,Mx,Negative
632,385.04747072714156,423.1330261230469,0,10134.65331005679,10191.556861014948,5224.6184617262,5127.138536112559,4855.980735279529,0,5853.153686910689,0,6386.557448227598,0,0,0,0,7044.546000129756,0,6612.9162020695585,9430.273840606476,0,4938.298918701635,0,0,0,0,,,344,Mx,Negative
633,385.047572418552,403.99078369140625,5637.423574060519,0,0,0,0,0,0,0,6444.311044065584,6127.020149554587,5088.471626491111,4795.865359545705,5534.284381804078,4365.146298968038,6438.494406288424,6758.210350674434,0,0,6088.400645125886,0,0,0,0,0,,,672,Mx,Negative
634,385.04716722141,547.8461608886719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9546.246234705977,8796.799132027727,[46][M+1]-,,460,Mx,Negative
635,385.05733599452986,326.0030822753906,0,7471.025032468596,8538.003768454008,7177.195656543167,7001.152926548261,9945.501218169333,7919.243508304682,9855.324686560696,9035.308643442122,7215.760328795086,0,0,9071.152159387964,6125.803765368421,0,7956.999164723995,7235.792896994249,0,7373.714323261107,0,0,0,0,0,[47][M+1]-,,63,Mx,Negative
636,385.81071119524626,344.8770751953125,9322.117923138108,9490.339636058528,9698.154179586887,9453.171365109083,10367.336111999997,9722.680973463403,9869.81557296647,10040.66212402506,9863.622020074376,9380.005372954973,10740.5704864241,10081.014203978084,9519.651958826644,8913.182112738545,9560.780934783214,8753.9299864687855,10762.855756306397,8962.154782237398,10468.902515232412,8536.272335156595,0,0,0,0,,,5,Mx,Negative
637,386.0526177161157,325.9280700683594,0,6315.64915756674,9675.273352228782,6050.860587014543,6582.882412029202,10537.853484001003,9047.551694927188,9878.619096059474,8935.929850675737,0,7806.058193463058,5805.834778429215,9656.56033120832,5739.663653396685,2238.3854692004006,5343.256528960703,5962.738582780929,0,0,5756.70835197476,0,0,0,0,[47][M+2]-,,63,Mx,Negative
638,386.9551317991902,438.5139923095703,0,7062.359227005589,7866.883159108541,5984.5694355144215,5618.65328248269,9268.381900840846,0,8192.043129476006,0,3710.440418257402,7207.367327679138,0,0,3997.774022506271,2461.4508923290614,4663.443535606094,0,0,3758.956901158687,0,0,0,0,0,,,342,Mx,Negative
639,387.00826065146316,449.14990234375,23719.043537954778,19867.0728147207,16349.26020506213,30523.78023452364,40494.40586837577,22988.126719055577,50169.348234614015,0,36394.81633275974,11544.4649236994,27448.43416084213,22727.302280775097,0,0,0,0,7484.131124903022,0,0,0,0,0,0,0,,,510,Mx,Negative
640,387.0267761250372,344.8752899169922,2006211.456507497,2059086.3725799578,2041085.7891818618,2048711.463289459,2376455.4145857007,2060874.2838626783,2290998.1581649906,2202992.415569239,2157685.325450556,2076153.7727085971,2353921.585150349,2200279.722926846,2129913.3641434396,1990036.4637862532,2072902.769152237,2502987.409243635,2296546.74384129,1948477.4003881703,2361649.3023128225,1847366.3339471081,0,0,0,0,[48][M]-,[M-H]- 388.028,5,Mx,Negative
641,388.0291790641141,344.8752899169922,200201.1020815156,202071.98396974563,207135.74677655328,202968.32012563513,238789.160815771,207037.85481700613,227608.8151309932,222843.92117491912,215400.84833728132,205836.2629649931,236458.0830342691,216072.29627117695,200911.00802267125,197890.94408074123,203513.0159818545,250310.40589108315,226175.50133397462,192550.8550723569,234677.0007879906,182193.31883988556,0,0,0,0,[48][M+1]-,,5,Mx,Negative
642,388.0261376418189,450.33457946777344,43504.4686084411,41733.36851862473,37711.30315088638,41426.41907273637,43362.64017436781,37665.916488382514,0,20272.695998047853,0,35609.88988510825,41702.118327901764,43025.438271589424,35004.75561039521,34600.98472449872,39219.279647096075,29719.386863772772,41206.561265898476,43627.03677586526,38417.71425225118,40073.314049748165,0,0,0,0,,,511,Mx,Negative
643,389.0303662227094,344.87721252441406,40619.57136394561,41667.050558899,42432.55841989664,41336.681173537385,47993.430748480016,43116.492997782014,47312.49147100907,45423.02334309479,44607.60327513101,41492.27616793306,47728.86306971306,42936.506148592736,39337.20015637935,39341.5631132378,41629.20037804173,49752.18073132327,46660.21286231827,39120.417494634465,46794.90164468369,37827.32546488588,0,0,0,0,[48][M+2]-,,5,Mx,Negative
644,389.26919631180726,49.9952278137207,307195.1750752106,305296.9555221284,260566.3881431245,328113.29418392165,267781.6867431867,236327.8958529323,254967.87128832174,268453.5678909337,218615.54394711636,207207.37014268973,321844.0652431237,235860.30917453516,249364.06152795136,260145.0251923962,294011.2507140355,265053.891299006,206430.41467500912,315775.96512314625,249186.80281314443,265979.4066985584,0,0,0,0,[49][M]-,,1,Mx,Negative
645,389.26937323788246,65.73746490478516,0,0,119586.94504968553,0,120231.64586372276,129107.42078494327,116506.32933136373,0,114112.4639783109,108847.64808789823,0,0,130291.34471516368,146491.52790662023,0,129659.80314017193,129037.76352569983,0,0,0,0,0,0,0,,,428,Mx,Negative
646,390.0333003111691,344.8770751953125,4750.8996442538655,5022.063041208806,5051.198171880432,4675.529549653435,5260.49325263135,4579.761282988265,5431.902244429637,5172.598059291612,4606.461041150282,4561.495604803628,5892.827114898072,5704.703222275152,4459.958189142566,4616.186519174706,5479.301054060126,6091.203978055807,5826.770272271799,4894.903576508909,5559.777132182399,4862.399271503676,0,0,0,0,[48][M+3]-,,5,Mx,Negative
647,390.0565809929317,49.954185485839844,563811.4702141336,537754.7450110059,682102.0550287266,553426.739457881,657615.9286797699,631412.1659899239,655056.5057928051,630900.6395373088,584993.1535676201,558675.3531769178,569076.1002296499,562894.0948740286,515299.5707923989,678610.4639521079,516994.96026208345,502462.83744316595,579934.5804877008,559699.4163058184,660533.414392105,450304.8010338853,0,0,0,0,[50][M]-,,1,Mx,Negative
648,390.06299357997386,359.331298828125,15356.395080590843,15576.61204213236,13066.806180258553,15656.661952523766,15724.355178190917,12868.106460495912,14196.703676284189,0,14580.83196102386,11016.65210590783,17012.88292042721,15423.175946368101,13365.540188802908,0,16026.227078054984,11193.080390336183,0,0,0,14348.664557504415,0,0,0,0,,,837,Mx,Negative
649,390.2725345398606,50.0745735168457,63111.16192321062,82404.74543057731,80268.61147502472,0,79427.97414391568,75306.11939653901,82436.02911049883,69907.62645333158,73641.29100999628,64118.57384229452,97924.02983627502,67206.54010719064,75284.67318834794,76871.58359064333,89933.053268542,74601.46112843207,62776.92153072966,91090.72159188501,75613.76150804227,80089.76993618274,0,0,0,0,[49][M+1]-,,1,Mx,Negative
650,391.05622032629753,50.04959678649902,167459.25461944428,152051.01004605132,202705.02328618895,158582.13034950852,203382.02061880496,192488.79853096235,193496.76422620972,183810.3758476835,175678.0794647422,154821.06085234135,170699.70193295486,171551.37947524813,190887.94445273245,203042.06923405846,158219.516362506,197048.62553324996,171641.88526487743,170864.82035238706,166932.68160887246,95783.48660207634,0,0,0,0,[50][M+1]-,,1,Mx,Negative
651,391.0705353154976,345.54408264160156,16011.204316811163,21979.84377205132,25988.771004139377,29024.34833141678,29072.46535391592,28038.502208179947,39201.827252848685,41692.28660782053,29981.312893861093,28111.89801565841,32544.853415441863,21099.63221375636,32195.49708962723,17353.27198810249,9270.635206031056,10964.324931488538,8398.177810201974,8486.637661991792,9550.969644968618,31132.23699103207,0,0,0,0,[51][M]-,[M-H]- 392.078,5,Mx,Negative
652,391.2857986662206,50.34158897399902,129073857.34759204,116649806.63727929,143793963.68931133,114485905.64442831,142418627.3330612,130290692.39276555,144050816.13396934,134156439.02169886,124618429.043912,115597694.39895378,120113231.59390987,127836193.98488793,115324460.92728889,140615153.46906307,115323213.20621029,149097282.40962785,124794321.73416016,117846676.10374549,145572321.26608512,100683151.2943106,0,7903.371509103601,3815.090116930651,0,[52][M]-,,1,Mx,Negative
653,391.2852595449421,198.39112854003906,1648031.3506241417,926238.3825053658,0,4750812.817031257,1675964.7210060356,168780.6089982247,168399.028060977,151342.33220707253,280547.7204510243,4190545.444107453,1362194.74892796,1763161.4014147352,0,4797826.351223658,675278.6235441074,262612.32712011697,1191014.8788038038,1820207.6023080875,0,3382728.227935198,0,0,0,0,[53][M]-,,3,Mx,Negative
654,392.0424445220176,1414.5733642578125,0,18970.752187600978,0,1710.6903180024542,1981.3710057393728,0,3720.9275523431997,0,5788.74030835934,1035.1066777073395,597.1887783427294,887.2793099669617,904.7741355172616,17321.081665327536,9455.91422379799,0,0,0,7899.1071036000885,3446.724208969256,0,0,0,0,,,136,Mx,Negative
655,392.0426403862503,1474.2440185546875,0,7637.205373245214,0,13192.83818005236,12612.066947971338,0,0,0,1308.783822810716,9408.25655373254,0,1261.48632313093,0,5211.301959055896,1571.8762496848278,0,8584.515463542557,0,4914.614633677038,9277.404442503297,0,3567.488167382395,0,0,,,889,Mx,Negative
656,392.0426996930735,1564.018939453135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197.2265865434485,0,4631.498759830602,,,199,Mx,Negative
657,392.0424987077295,1435.9207763671875,0,9840.079906411604,0,4304.8791771292545,9454.06052183723,0,9696.171036150401,0,909.3586582416566,7023.863245734889,5910.923234466553,5325.466755150796,752.7209412084381,2936.1880510019987,4899.294281548242,0,846.8978788740351,0,4784.210995615301,5337.915523441234,0,0,0,0,,,896,Mx,Negative
658,392.0426762318618,1386.3985595703125,0,3999.7784476783536,0,4954.890601846424,1423.1341545034127,0,11692.019848987517,0,6847.237519357537,975.4113595927957,5443.734850823964,10149.105465317063,565.5022593006344,1002.6521353398451,10867.225045692148,0,10457.966331823129,0,5820.69269847403,1087.8919073151378,0,0,0,0,,,171,Mx,Negative
659,392.04248001004873,1358.8870849609375,0,807.600469316439,0,628.637639069621,1284.6725033773773,0,0,0,0,0,10922.168566602018,8740.927219967549,825.7022801731666,561.4354230407187,5060.68302401808,0,5135.046658964986,0,5943.543361126031,1162.5653728505924,0,0,0,0,,,107,Mx,Negative
660,392.042753550314,1541.079939453145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14804.767753331593,0,893.1683586247092,,,881,Mx,Negative
