FeatureID,mzmed,rtmed,L1,L2,L3,L4,L5,L6,L7,L8,L9,NL1,NL10,NL11,NL2,NL3,NL4,NL5,NL6,NL7,NL8,NL9,PB1,PB2,PB3,PB4,isotopes,adduct,pcgroup,Omic,Polarity
21,105.10983231731649,220.02099804688498,25429.460732187163,19763.50966290765,0,21617.144807502842,27491.769005978087,31513.656599708185,37887.74394126801,53514.84208382124,35350.794151521,23438.53578502553,22277.27325053677,27244.711584978868,19943.699402481558,0,15582.21232713398,21307.572389230056,18002.206093779147,12920.105644480076,19481.718415876712,26286.671631422734,0,0,0,0,[1][M+1]+,,40,Mx,Positive
22,106.08554659102393,242.3883056640625,3838.208127004434,7230.475703722995,4536.001423708874,6368.03656734305,5082.367143981473,6856.796755010411,4620.034660783025,5812.537730623017,3991.8424130338763,5288.789070648564,3836.2088789063114,0,5702.006663529654,0,3558.824021057535,3617.7396120416365,10579.649804991646,4728.292776631012,8056.017373472184,0,0,0,0,0,,,46,Mx,Positive
23,108.01073322009691,186.1422119140625,10634.578275868425,21916.191386189013,21956.47686209821,24259.8201593891,20387.471029384338,27586.32118151937,29357.40411255282,28754.927107687727,24089.113127526034,22443.593861946447,23842.04874730813,16225.698123756156,22368.87254147734,14589.599533895629,6952.08569023815,9859.429704444132,7516.520311415135,5982.01812247471,8986.034443687508,24586.140199399008,0,0,0,0,,,51,Mx,Positive
24,109.10034550009675,42.89824676513672,4252.522819119146,0,0,4027.5160527494127,4206.612365410542,5258.215622498566,4179.62689549362,0,4921.610202665677,0,3446.809843964592,4809.337033528775,2698.122590036764,2908.5402029037136,0,4794.757384386703,5384.517399925579,0,0,5068.143044730214,0,0,0,0,,,766,Mx,Positive
25,112.04992970814014,111.9795913696289,18810.226118692124,8464.716178832346,0,12811.242136111161,0,10031.704824786546,26814.114919455362,21353.59164416516,17685.639808200875,16119.074983357288,24151.445634066884,34132.79035502895,10780.052521395117,0,18406.56154870009,25376.446970221117,17949.356221590235,13696.89433731564,18857.719956785742,28710.817028731355,0,0,0,0,,,76,Mx,Positive
26,114.06539247056602,308.1916198730469,0,9763.458244134958,9772.438711685249,10385.05881807923,0,10780.417746886058,12697.87166304134,12907.717421456337,11994.000084649191,9960.811955929903,10825.246037357658,0,10970.109626007963,0,0,0,0,0,0,12732.685999274965,0,0,0,0,,[M+H]+ 113.058,24,Mx,Positive
27,116.06988304180507,211.32347106933594,31770.126060801736,20827.852761493137,20013.508394482098,47886.932040157655,25117.80287239515,23661.1359526589,33659.35744736775,34385.655577828664,42642.01121391906,13592.082687457165,12993.389558618397,15698.233632163476,23300.55036579916,0,6877.240292604869,12455.153579026091,7664.876241307676,0,0,22051.381779894953,0,0,0,0,,,36,Mx,Positive
28,118.08609558929494,165.0100860595703,119098.97706000405,128028.35176392851,95975.08109901373,343940.0644016741,0,144769.29931952123,220315.8174654292,257609.98666819412,153446.86296316513,340329.25053599937,391958.17255762656,256739.8373656211,246818.9980125303,102363.22857773458,127958.46031911868,256959.08122333724,175818.69896126958,90224.57241907873,154959.2787529603,406581.520596264,0,0,0,0,,,823,Mx,Positive
29,118.08605827449254,153.15232849121094,69908.60462276901,86301.10319897557,64328.70417339525,263778.973045021,0,94482.86143639305,144217.38492572538,184933.52967097948,102928.75102322103,216359.0273711226,258630.27722072863,156176.4741878361,152573.16311924555,70766.96253636839,70167.57008222396,184856.13852227794,107731.94810353823,54887.32941949864,109855.08524704362,274214.01277699525,0,0,0,0,[2][M]+,,45,Mx,Positive
30,119.08869852104291,165.11972045898438,0,0,0,13664.961775760186,0,0,9411.263300911933,9854.856289882238,5663.305349767137,12987.605358006815,15559.25087697709,17338.872764492357,9185.667596784146,0,0,10195.4490632444,7010.912060732158,0,6255.317796501417,15457.899504852605,0,0,0,0,,,824,Mx,Positive
31,119.08866100743774,153.42626953125,0,0,0,10226.019881238331,0,0,6007.680490356386,7010.684063715924,4242.602540059646,8328.082865761622,9968.455286955064,0,6295.63694615983,0,0,7096.232793363184,4415.019847059459,0,4280.997170245779,12288.442742936466,0,0,0,0,[2][M+1]+,,825,Mx,Positive
32,119.08462770003301,43.086769104003906,0,0,5634.2171052554095,2042.5244790675201,4298.4419358603145,2987.4018320603514,3223.87105338046,0,4408.361759196573,2772.5827043822674,0,0,0,0,0,2831.5017903468392,1838.1228997779358,0,3015.7443785518803,4669.037738243443,0,0,0,0,,,37,Mx,Positive
33,120.08016067922122,120.2858772277832,12876.03095488266,29214.032339921014,27733.712489943446,45278.700182478184,17542.342641626965,11417.92975042917,59259.87711365535,71932.52008903192,66126.2439621843,19859.723260308416,13472.535537085034,24448.75259177065,17663.322500110884,0,0,14355.68165433942,0,0,0,29291.776933962752,0,0,0,0,,,23,Mx,Positive
34,120.10115475317308,249.49298095703125,4045.584957073123,6550.045992778657,0,3382.13084730312,12113.564930585278,4754.745976398682,8772.936096026719,10282.37818426532,4517.914388973313,12038.986339995268,20410.141355159463,23744.92738271754,0,0,0,5309.345917537579,0,0,0,11472.689687507522,0,0,0,0,,,832,Mx,Positive
35,121.10026406296672,43.53742599487305,5724.291269151885,0,0,5066.494642576025,8070.157355945907,7404.820369387358,5651.714336005691,2967.068503834604,8976.497892639525,4691.824421937896,0,0,3313.7565176847115,3608.173102486497,0,6520.1894860343755,8664.84448283964,0,0,6973.043886366744,0,0,0,0,,,767,Mx,Positive
36,123.05470544494258,54.59099578857422,42815.54556819056,0,69816.89543990463,58233.421259086164,65696.00866902976,92853.12002417327,92295.84525977743,120278.74077950149,54324.49376568048,47937.25222749844,48353.305221375136,68510.15099979294,98474.12566306844,50296.054743723165,15898.210498781538,17288.877476204398,0,16624.00363164716,14459.841490018154,71834.83334199534,0,0,0,0,[3][M]+,,647,Mx,Positive
37,124.05728113459949,54.51959991455078,0,0,3500.307178991474,3541.3283219771097,3629.0309399556063,4713.292151565057,4605.0046278051705,6816.579029153581,2661.162778102645,0,3164.51059494867,3649.7294101916523,5758.34889181992,0,0,0,0,0,0,4019.2005937264635,0,0,0,0,[3][M+1]+,,648,Mx,Positive
38,124.09973083998833,179.1140365600586,0,125110.13781548724,121817.99226553914,132137.11794291317,0,111003.6325867732,122571.95032169581,107901.26807628671,113578.04685908754,145942.2541236798,124689.28903341854,104892.99979315775,123624.88541685657,125654.06860119496,138030.18451689483,135534.82680697375,145604.20482939,112424.35880669874,124878.07971229896,116341.37368699862,0,0,0,0,,,38,Mx,Positive
39,124.09973666739894,194.143798828125,197372.16960893973,119883.07501595057,0,0,149229.42183748537,112501.61982945594,0,104452.7711803556,95969.25433049479,129559.61021177136,119937.66784636666,98795.11693660074,126779.53564007492,0,0,0,0,93713.26341688025,0,0,0,0,0,0,,,814,Mx,Positive
40,126.02180322185617,186.23162841796875,119695.52992269017,466919.0109903604,503850.2152816302,569246.8445257462,486123.99147392256,520573.04644833884,620947.7849543203,688510.4104679448,555230.6992681797,538309.6013916829,564960.7234114324,324483.72199791827,503489.105427532,326327.19964141044,155408.25330395155,226175.26011972435,155601.96569626324,135761.46794759738,180816.61277068846,587376.461216665,0,0,0,0,[4][M]+,,51,Mx,Positive
41,126.0214656971915,229.04288482666016,0,56260.040425991174,0,60776.447744837074,55722.832852459724,61204.46270841164,98511.69251555692,113873.0896649203,79580.01091570612,55197.67767805768,65716.71902006237,53943.47334098531,64013.281881169656,28063.862206249014,0,0,12084.716518701287,14254.497441329346,12017.084032775603,85022.3371074522,0,0,0,0,,,34,Mx,Positive
42,127.02313391871908,186.68902587890625,6950.643643511361,0,12799.898540736622,0,10658.881180875027,12562.151030100455,15236.970859145102,15705.125247205939,14184.903463563149,13282.000511251634,13158.496775402537,9224.357125117538,12956.31021342492,8537.441239387661,0,5256.468498014006,3941.2977665100602,0,0,14362.022939163617,0,0,0,0,[4][M+1]+,,51,Mx,Positive
43,128.0176836532053,186.0518035888672,8966.900079887246,17384.62224583406,18822.38592356423,20551.52227733381,17413.181723536803,24093.876195395784,22899.895638955597,24705.378339796116,21163.887662553698,19175.48412080642,21042.92852226736,13829.045696152669,19442.263561304488,12884.203710966738,0,0,0,4898.865785629115,5841.515602426234,21722.798228902586,0,0,0,0,[4][M+2]+,,51,Mx,Positive
44,128.95280514929402,346.04866552735376,46769.18816712546,51074.76107465985,46766.664271072674,54703.95997747856,41512.37002117643,42253.135945540416,48103.09930994077,42156.14340100358,42471.49813636508,52088.74036786781,49634.828783463316,51174.202852745795,45268.15129641006,47689.089376578086,56644.95209752719,49365.4321136224,53336.026213593774,53270.76798059734,50306.22856704145,48724.882502180844,0,0,0,0,,,711,Mx,Positive
45,130.0491824012776,331.5086975097656,12821.582844905204,22016.289252917857,28949.945392908867,33265.7135162259,25177.0968763886,29751.32776941016,40775.29554641164,40433.45923545931,28837.8206367401,31318.487465199694,31619.961642463808,14870.26177146855,36128.06168289529,18968.32973558512,8129.967332642039,9875.09210257184,6930.055474115275,0,8365.59741126942,33323.66617518923,0,0,0,0,,[M+H]+ 129.042,710,Mx,Positive
46,130.0489506883402,389.35198974609375,6677.36511249414,10423.043328706233,0,7854.085071621459,10900.88814858535,11638.958403614248,15975.087283333814,18506.045446809116,12736.25442403837,0,9500.916638120463,6430.279730499704,8979.694690953862,5922.0242573871965,3967.362086778892,4619.129970316927,3596.648663916573,0,0,8871.102758553148,0,0,0,0,,,430,Mx,Positive
47,130.15805526832807,95.59991455078125,6282.657012344187,6395.152654577168,4658.658926703949,4960.691083126891,0,5211.593938624269,4751.843201925643,4507.156058898478,4940.935002111583,7020.049507688005,5827.835607441917,5697.409238399473,5431.249763963006,9229.409012919497,6024.439988061571,5637.111001010671,7348.228286295612,6025.198748763242,4989.981846826198,6010.295138469363,0,0,0,0,,,533,Mx,Positive
48,131.674454064849,306.9358673095703,0,9492.556716657902,0,9943.964571153187,0,9648.754849424498,12813.159513132125,12613.97467537242,12130.089902248383,9779.408673763099,10731.13514939042,0,10455.796506121618,0,0,0,0,0,0,12823.36362753815,0,0,0,0,,,24,Mx,Positive
49,132.0766459012558,307.6575164794922,1097007.0056427347,1556321.765574312,1528035.0959023023,1679072.5557856064,896435.9351047341,1722946.6691308555,2097194.259023485,2278446.7814516067,2037916.4788644186,1546269.3732320531,1720225.5684427964,1229296.3826511807,1708569.2893180426,1148793.3779310356,642213.6875840473,852810.3957822297,726643.611083979,726395.2879932362,733496.9233845987,2054143.9772574285,0,0,0,0,[5][M]+,[M+H]+ 131.069,24,Mx,Positive
50,132.10106162745257,137.64547729492188,10304.365525691634,14905.064345606472,9863.164480786605,15483.108064162443,0,10787.40187489082,20880.12556241426,22429.16591188269,20035.3097852109,8840.001288888325,7770.360367951804,9485.660557777086,7751.596411983238,0,0,7435.246799898094,0,0,0,10292.630130190724,0,0,0,0,,,68,Mx,Positive
51,132.10100899926474,123.82033920288086,4622.133243302285,0,4765.425575497521,6621.21356202972,0,4804.8085211982125,8010.208680495623,9104.95565393978,7642.491127787662,3495.16421112156,3564.0779847519366,0,3790.6487816835943,0,0,3557.6205075207818,0,0,0,4035.299780023051,0,0,0,0,,,23,Mx,Positive
52,133.07913171342813,307.31199645996094,42581.482594851375,64788.06280736371,62686.346025109,69550.0128498683,61161.536112585105,71283.58977740034,86257.52400778332,92433.21448093253,84089.82312988365,65009.37873121309,71858.71116981159,50695.06021540871,72299.03738656545,47313.321495019685,24747.94883762791,35084.47405703812,28492.903904015868,28029.997818335953,27630.940099097283,85544.08749510051,0,0,0,0,[5][M+1]+,,24,Mx,Positive
53,135.11639880550663,44.1292839050293,52594.24570511761,0,94078.01858027346,43737.76681684266,76915.39087301253,69816.66059580822,54518.47944770551,30886.124050921095,91779.61527023558,51763.79518405245,37091.764322040515,75124.81369145814,26986.292663035478,28546.62678179567,24982.058657172147,63326.43705420334,84859.4124435845,17185.720096109315,63487.92000269731,73094.07790951124,0,0,0,0,,[M+Na]+ 112.13,37,Mx,Positive
54,136.04719365268312,307.5787353515625,13190.151975618637,20418.046265237663,19460.52059354439,21184.747004611745,23063.256592802805,19608.627805640343,24982.774676156867,23810.871594820685,24644.707852364332,21808.009911889054,21786.330600807993,16560.68376804417,20490.67373479745,14841.362288648663,0,11424.943536165212,8572.866592274702,0,4755.968413288227,25389.025556269076,0,0,0,0,,[M+Na]+ 113.058,24,Mx,Positive
55,136.06077088193473,69.364166259765625,5951.509661024534,13701.53589533342,11003.39230635108,10177.881758889336,3741.8344185732803,14474.658352716644,14591.5958771757,13149.347829252001,15509.902232196127,0,9017.157213599003,7988.517733503221,12013.80022680053,0,0,0,0,0,0,9833.109573509311,0,0,0,0,,,67,Mx,Positive
56,136.9397804636001,322.0122375488281,0,81463.10247918578,74525.03049334291,81284.50465008714,86137.42768244848,95313.86085031835,136493.89946096684,156794.1187045668,118229.18752693532,83686.42824538922,93335.35042679308,64635.133636830564,86618.9540237205,0,28611.210951491772,56350.667385977555,28694.326465338236,17606.17446331516,29668.341204576816,106076.96735742336,0,0,0,0,,,33,Mx,Positive
57,137.04583236685673,93.34858703613281,669753.9234180772,1425864.5388306114,1234451.6126802345,1400958.4478635595,220436.0860873612,1468790.3629465187,1979652.7142666795,2084765.7650152317,1646724.4509626715,1275217.1420915686,1799295.666636919,1329964.3814379035,1551713.7004591306,730380.882098274,583579.3074283099,764766.8905683652,643120.8904039956,563780.6743956009,688134.5967474761,2010253.6372759724,0,0,0,0,[6][M]+,[M+H]+ 136.038,15,Mx,Positive
58,137.07006082919898,235.21324157714844,4245.181190650676,5609.452623239792,4246.199490994098,5581.846813510266,7680.826769622159,4546.4350272017955,8250.352779717918,7804.851035545874,9327.84160120975,7595.5370103556625,4716.049919385892,0,0,0,4719.034163975804,11270.971703925468,6511.674469682373,3972.9522032870923,7681.568067023711,5594.124633940542,0,0,0,0,,,829,Mx,Positive
59,138.04756491521778,93.59625244140625,33052.64260568555,69733.13109057344,63559.25595052215,69051.81243888296,12146.420289024634,74072.3787430522,80917.21018002364,100769.73218972064,80425.50122518654,69914.72270308399,87428.97653483662,66346.64287332448,74105.01154596478,34739.771142476675,29618.76170587725,36583.143652426836,28373.83913259949,26719.535090924786,33424.37407099495,98477.3137188825,0,0,0,0,[6][M+1]+,,15,Mx,Positive
60,138.93755874457142,322.0694122314453,0,10145.112003959792,8090.227885130778,9279.158121358498,9982.889974445736,10193.563503409567,15357.374810285555,18239.564804234422,14084.494509215532,9711.515053962908,10413.363377152364,7902.786159171557,10000.320467908914,3799.809088787167,3412.07027234874,6065.282168636228,3309.307190833389,0,3887.6760435469178,12779.474828457607,0,0,0,0,,,33,Mx,Positive
61,140.99406428706584,323.1106414794922,8970.091876150935,12417.37779583617,12418.676867064203,15950.470643321189,13993.978131319313,13051.627837375718,19103.503906913716,19787.8903211696,15505.997701067645,14234.801607669415,15841.128688375078,15122.174361520925,16389.712907206675,9776.240445030975,0,7132.098976238128,4293.370638842007,0,4843.733571309996,19310.297194311366,0,0,0,0,,,33,Mx,Positive
62,144.1011680430224,149.3142852783203,0,0,0,0,0,0,0,0,0,26425.616584202373,44139.66405604737,22146.243507760293,29243.90687467715,8952.154349272609,6413.1304377119295,25524.19339257896,6846.840278374878,0,7584.266349946531,67068.73934068464,0,0,0,0,,,94,Mx,Positive
63,146.11682461714406,355.842,7789.796104920757,13921.714069554131,11866.883750213961,29883.618463100032,11005.41375634038,15470.371761284989,23519.81952042016,33177.27451952392,16312.261300097905,22079.799149838524,29947.25946408944,12690.035526624713,19187.980142510998,9266.709990200387,0,6451.246654837593,5366.66494404981,3982.3298728688446,5017.062081921134,42910.52351438724,0,0,0,0,,,942,Mx,Positive
64,147.07542417461016,331.5574951171875,0,9000.710271592656,11767.915940950732,14307.768059996302,8368.577822104995,12298.226917661765,17236.348388229155,15676.142676212023,11550.395190415882,13064.251904621693,13837.009520637954,7730.768199565055,15545.229769530062,7951.9618910326235,0,0,0,0,0,14354.187027580014,0,0,0,0,,[M+NH4]+ 129.042,710,Mx,Positive
65,148.0778153291941,1509.5319404296574,5879.627662783623,2104.996579415612,5125.9771379677195,451.1869630401598,0,0,3255.54670358499,3133.8744498668893,4297.283496709981,0,4130.276190296301,0,0,678.7533529727294,0,4358.532931076389,680.4512398636203,2186.37614308252,2582.6144488807718,0,0,9724.735265580663,0,8456.821647845529,,,170,Mx,Positive
66,148.07785591108362,1246.552490234375,18725.70493222519,15710.96354953843,23749.214154993293,24656.50505950237,0,0,1198.7863486570436,1312.045256832041,6295.928479594856,0,13992.242784163058,0,0,15873.315236981269,0,9646.937727152495,15620.187000821328,19441.185029426848,3358.9746843904695,0,0,36379.01355757587,1781.9457641960273,3241.4547603119013,,,52,Mx,Positive
67,148.07782878110078,1333.7503051757812,5282.0741532055845,9837.536488263271,14275.277075700516,17699.639251608412,0,0,8408.96425479707,6830.7154037667415,12940.241169083945,0,10491.745174048378,0,0,31294.18558815131,0,39589.393894800785,11136.029632319536,1432.76239500058,940.522329266837,0,0,21523.487220734776,0,13243.17426295572,,,123,Mx,Positive
68,148.07782835917328,1195.9828491210938,0,2432.9582939407637,18843.11844358018,3717.839450839762,0,0,18100.56629518037,16024.623171200094,20556.336968235388,0,4268.083137198436,0,0,23323.858121162637,0,14564.295673308021,29754.015356599575,15831.32079498065,2386.016965368223,0,0,16472.736796824127,2217.5774002049475,43650.441708124075,,,117,Mx,Positive
69,148.07780766951785,1476.696533203125,1776.6450158708676,4990.1336389098615,3991.056423705837,2229.5984836908005,0,0,564.9816068329421,7202.49896873854,4681.734655619858,0,6919.852112759207,0,0,773.0430424797956,0,5139.530354755507,3910.5529400129885,7199.410792127451,9872.165662426722,0,0,4395.391811527307,0,5572.6262147909065,,,169,Mx,Positive
70,148.07781082560965,1271.2288818359375,34115.79551330267,14636.851946409104,1396.3785607116713,14176.129562356073,0,0,13341.526886646967,16312.939913451759,0,0,15102.170899402096,0,0,7301.902424095108,0,2122.25206690134,6183.514288838779,3376.18913087785,20675.356153165183,0,0,12719.578387544449,0,21537.352538061314,,,129,Mx,Positive
71,148.07776288662595,1174.6015625,0,26969.736803531763,18195.253903130804,17418.478366561303,0,0,25848.138132678436,17127.158760130842,2223.811044186517,0,14529.862793833541,0,0,11502.921361416,0,44440.95327633941,24573.687903539587,21671.36080962439,18503.37921447923,0,0,45403.23623247359,2544.2838235393665,4204.871880380768,,,114,Mx,Positive
72,148.07784559216782,1220.5408325195312,0,20837.08024055067,1513.7159675638034,13492.069007865672,0,0,16488.009697440044,20206.045261217863,1251.9290774473357,0,31745.27151252394,0,0,15350.507154478988,0,16526.914774735073,10182.956570561319,12141.878290780396,11621.720819057136,0,0,37101.3530278151,2876.860759935832,14432.348082894217,,,124,Mx,Positive
73,148.077871830305,1300.7709350585938,17950.530583961143,1009.9000770763921,8351.17413751365,1341.1952158416404,0,0,14442.985467911596,21381.27385873333,1098.9137895000142,0,2465.50316486674,0,0,13696.294254744193,0,1172.0115828413675,11869.512222966176,12872.418440524605,18734.567938680702,0,0,44412.050047214994,0,9607.405039509376,,,50,Mx,Positive
74,148.0779241497189,1382.1844482421875,3850.0275114092806,7760.534028291508,845.9781002411214,6287.364027106034,0,0,675.82136478804955,0,892.0737873483149,0,0,0,0,1142.3876642274515,0,1509.4476911436218,3364.233777655167,782.4669643742282,699.1205887878137,0,0,1283.1766858451567,0,1393.681432627521,,,173,Mx,Positive
75,148.077671355377,743.2052917480469,31492.833533545436,79157.85432261847,18311.728535652106,42967.99549006312,0,0,32876.66448120913,52597.384576374934,3520.392734037875,63026.96967379399,21762.209785002222,0,0,40439.83785873703,27664.67550700643,0,39037.33052590818,52495.8162709429,26776.486668259116,0,0,0,23701.81525997505,0,,,74,Mx,Positive
76,148.07787104001432,1362.3004150390625,6110.954251355583,0,16068.966570240837,0,0,0,1374.103587801975,7826.508157059733,1285.658110700544,0,9742.93192489,0,0,0,0,2092.998964941988,11257.615175184405,8280.64496951315,9347.264929274294,0,0,0,0,27519.32047254355,,,139,Mx,Positive
77,148.07772043208766,806.2586669921875,36050.27028520806,68915.29666570018,36301.17156549901,71670.73708871314,0,0,43547.32793983109,0,27608.230458657916,36672.5918089922,42287.72521594718,0,0,25537.288419152657,0,34086.931636001704,32215.964841952526,43962.817776997625,37207.61461141009,0,0,2243.3017497240844,27284.512350614175,0,,,99,Mx,Positive
78,148.07785120180495,1122.565185546875,0,19203.94812589753,4740.1216099784,22843.075908531788,0,0,22137.938109552415,15616.127401053574,19311.071353074476,0,15534.486971854969,0,0,18278.435367960403,0,2901.7818356698085,22577.73976783341,21183.10850477012,19683.353470101214,0,0,26601.450118984943,39997.70755457699,6535.427697278653,,,121,Mx,Positive
79,148.0777307333898,1439.99755859375,18074.872493652263,9981.242673820143,6912.468627682737,1188.5803039916575,0,0,7255.548742460897,2044.9020917817395,3631.4448067681396,0,4161.736018079029,0,0,5525.3533440545225,0,0,12369.477202212991,8119.7038584126585,0,0,0,10721.007072329685,0,9472.477158461463,,,152,Mx,Positive
