FeatureID,mzmed,rtmed,Polarity,L1_mean,L2_mean,L3_mean,L4_mean,L5_mean,L6_mean,L7_mean,L8_mean,L9_mean,NL1_mean,NL10_mean,NL11_mean,NL2_mean,NL3_mean,NL4_mean,NL5_mean,NL6_mean,NL7_mean,NL8_mean,NL9_mean
3973,597.348585,6.13,Negative,255593,130900,0,251335,102097,118540,108224,255757,136000,110927,111762,118615,118329,108786,250333,137641,697243,132544,286090,111078
3966,597.348976,12.81,Negative,189045,111870,212451,206555,133835,115641,132261,107051,210592,198955,188510,93969,124442,179577,130350,108150,115113,123280,97096,103432
3969,597.34898,11.84,Negative,0,0,0,89992,0,91754,188848,0,0,0,126323,0,248277,83794,220683,144336,208408,160797,94896,121097
3968,597.349001,10.81,Negative,175517,241648,261025,0,0,236400,237689,0,144214,193419,457760,212813,203104,0,116938,150779,0,0,110295,184890
3974,597.349001,13.63,Negative,105938,156853,98484,0,167549,181697,135651,94397,128540,0,95344,80111,110490,0,0,97586,0,93741,0,174433
3975,597.349186,6.63,Negative,0,0,0,0,116218,0,0,0,0,88233,145886,121388,0,0,0,0,0,112090,0,0
3977,597.349228,14.39,Negative,86730,0,0,148350,100648,114817,0,134841,0,0,0,124678,97032,0,158768,100530,0,0,105346,0
3967,597.34932,9.18,Negative,767733,952996,829302,829279,879840,941959,901640,568473,569344,754096,0,891619,826166,616255,808874,0,0,603524,906462,0
3971,597.349342,7.23,Negative,0,135263,135922,107200,0,0,0,458674,130722,97429,145633,138744,114535,89375,122092,128281,0,129848,0,108504
3970,597.349364,7.53,Negative,0,235935,191077,0,0,0,233591,0,0,0,441883,0,0,266903,0,0,0,0,0,330741
3976,597.349374,17.92,Negative,45964,0,36851,39204,0,0,0,34988,0,39510,42399,20929,0,44374,42777,0,0,0,0,32384
3978,597.349486,14.98,Negative,0,149409,154502,0,100323,0,147965,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,597.349622,8.31,Negative,434826,717654,472456,513332,538045,664271,534974,555732,637889,455674,708425,537588,436569,499623,562510,980711,740182,552768,974317,550972
3979,597.350042,15.96,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,85214,0,0,0,0,101739,0
3982,597.483764,8.73,Negative,51335,47307,82218,37495,62521,29903,60022,38925,52863,21042,7576,34146,66308,8637,48879,15991,12041,45046,10154,16697
