FeatureID,mzmed,rtmed,Polarity,L1_mean,L2_mean,L3_mean,L4_mean,L5_mean,L6_mean,L7_mean,L8_mean,L9_mean,NL1_mean,NL2_mean,NL3_mean,NL4_mean,NL5_mean,NL6_mean,NL7_mean,NL8_mean,NL9_mean,NL10_mean,NL11_mean
56,352.9345,8.033,Positive,0,9007,9042,11216,0,8271,9263,8517,9546,10436,8249,8027,9122,8325,10026,0,8884,9228,8634,0
58,355.263,1.383,Positive,4762,3045,2807,5468,3594,2489,2911,4072,4340,4168,3685,4875,4348,4619,5245,4050,5077,2038,3941,4065
60,357.2781,3.55,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,2257,0,0,0,0
62,357.2784,2.617,Positive,0,2376,2453,2680,0,2441,3181,2129,3088,0,3873,2421,0,2296,2370,0,2579,0,3475,0
63,357.2786,1.983,Positive,0,11417,11694,16510,10764,0,14152,0,16015,13030,0,3551,0,0,14668,0,0,0,2699,12141
64,357.2792,0.8,Positive,107186,115288,112971,128600,92832,99692,111644,118602,121762,110805,116676,129697,113534,129408,128391,81515,129110,126472,132591,79792
65,357.2794,1.017,Positive,91103,82402,82388,94158,80235,70937,93134,81915,85115,84080,81312,84949,82317,93072,93083,89805,86489,82104,91971,78060
69,373.2736,1.4,Positive,5245,3390,3124,6021,3954,3792,3268,3028,4838,2875,4107,5519,4786,5680,3641,4792,5465,2264,5099,4394
70,375.2891,0.8,Positive,16488,22095,22023,23381,19717,20203,22310,22506,23828,21330,22525,24222,21578,24129,23393,18928,23232,22576,23535,18849
71,375.2892,1.017,Positive,16042,15513,16141,17176,16796,14581,17625,15792,17136,14961,16593,15888,15369,17001,16766,15075,16332,14982,17124,16029
72,393.2857,0.7,Positive,5189,3576,2887,4640,4580,4320,4641,4248,3655,4783,5118,4766,5065,4037,3859,5000,3150,4952,6115,4092
74,393.2993,1.017,Positive,0,0,0,0,3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,399.3246,0.7,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,2049,0,0,0,0,3260,0
79,410.3258,3.55,Positive,0,0,0,0,0,0,0,0,0,0,2015,0,3281,0,0,3495,0,0,0,0
81,410.326,2.583,Positive,0,18493,7050,20590,0,5868,6956,7252,8282,0,5852,2197,3620,0,0,0,5428,4547,8075,4958
82,410.3263,1.883,Positive,0,3042,3688,3419,2991,4129,22805,19808,22539,2525,23084,3010,0,3053,4049,18276,3653,2517,23857,0
83,410.3267,0.8,Positive,112100,143835,140618,156632,126828,135993,147696,144992,162466,140899,144139,151672,143449,163909,152967,104220,153977,145519,155696,98553
84,410.327,1.017,Positive,105396,103890,105980,117575,110403,97631,115681,106813,110720,100769,111869,104297,98141,109630,112317,100963,109290,100919,113993,91768
85,414.0594,5.75,Positive,0,0,0,0,2194,0,0,0,0,0,0,0,0,0,0,2021,0,0,0,2258
87,415.2813,0.817,Positive,8297,8346,8868,9772,5066,7632,7062,8576,8251,8478,8172,11517,11170,11361,13042,8839,10515,11845,9984,6627
88,415.2813,1.017,Positive,9921,9407,8922,10185,0,5735,9589,8128,8231,10426,8078,9239,10245,10291,9612,10899,9892,9751,10127,9788
