FeatureID,mzmed,rtmed,Polarity,L1_mean,L2_mean,L3_mean,L4_mean,L5_mean,L6_mean,L7_mean,L8_mean,L9_mean,NL1_mean,NL10_mean,NL11_mean,NL2_mean,NL3_mean,NL4_mean,NL5_mean,NL6_mean,NL7_mean,NL8_mean,NL9_mean
1629,846.212133,7.92,Negative,33658,0,0,34520,25268,0,29476,0,27765,31315,31215,29646,0,50504,38334,36954,0,40208,0,0
1630,846.212171,0.43,Negative,0,15939,26386,17836,0,48885,18318,20621,19231,0,17446,0,25251,22404,0,23564,36765,0,39825,15506
1627,846.212439,6.91,Negative,78541,73966,0,78848,71236,67477,0,0,54359,71186,72594,77431,73792,0,90136,80366,0,90490,0,66893
1628,846.21291,6.3,Negative,0,61292,167178,0,0,89683,71809,73093,69278,57141,63256,0,94134,111065,65926,80051,0,68929,0,57459
1632,846.678316,1.23,Negative,0,0,13990,9094,0,15021,0,15639,0,0,0,0,0,0,0,0,0,0,0,0
1633,847.176921,3.62,Negative,8333,0,0,0,0,0,0,0,0,12361,0,0,0,12509,0,24154,21416,0,0,0
1635,847.214523,6.9,Negative,0,0,0,0,58168,0,0,28630,0,0,0,0,0,0,0,0,0,0,0,0
1636,847.214727,6.31,Negative,0,0,0,0,0,85828,0,0,69310,0,0,0,0,91882,0,0,0,0,0,0
1637,847.924668,8.26,Negative,16647,10931,0,0,14759,0,0,0,13091,15277,13549,13448,0,0,16896,10637,12996,13457,0,12514
1639,849.663782,1.6,Negative,9328,4489,5839,6394,6830,7326,9995,8226,7716,0,4857,7151,0,0,0,0,0,0,0,0
1640,850.028443,5.75,Negative,18381,18040,15540,17094,18244,15368,17538,15680,15499,17480,19861,18623,14401,14968,18206,18264,20112,16980,18872,15401
1641,850.52951,5.74,Negative,8772,8195,7991,8806,10123,7517,8606,7517,7718,8252,9363,8990,7393,7768,9365,9464,9500,8878,8868,7246
1642,851.029105,5.75,Negative,0,4346,0,4754,5599,0,4809,4430,0,4828,0,4906,0,0,4873,0,0,0,4830,4098
1643,852.373206,1.32,Negative,6184,9679,7655,9569,8828,0,10828,14959,9069,7679,9950,7057,0,0,0,0,0,0,0,11094
1644,853.524936,1.38,Negative,5738,6147,6905,7480,8416,5317,5911,5659,0,0,4857,6286,6807,7738,0,6312,7409,6035,6904,0
1646,855.246175,5.14,Negative,16093,23862,24814,23021,22099,27942,29737,30123,27759,22847,27344,19963,29637,18395,5586,10584,7967,8937,8896,25453
1647,855.996208,5.75,Negative,4022,3844,4368,0,3577,4354,4165,4111,4186,0,4125,3999,4129,3718,3242,4149,4061,3795,4191,3014
1655,861.151627,3.45,Negative,8642,8484,0,7021,0,8443,0,0,19537,0,0,8178,8262,10265,7876,8370,6005,13425,16403,5276
1657,862.01132,5.75,Negative,12335,12000,11235,11432,0,10149,11518,10574,11228,12005,13819,13174,9250,11174,13355,12328,12964,13015,12136,10295
1660,862.510308,5.75,Negative,4978,4467,4060,4353,4798,3757,4031,3539,3548,4601,4507,5156,3381,4186,5099,4213,4805,5276,4628,0
1661,862.998922,5.75,Negative,8272,0,8562,8633,8576,7917,7930,6729,8547,0,8278,0,7401,8539,8006,0,8906,9425,8614,6976
1663,865.50472,0.71,Negative,19669,9017,12170,11276,4848,13464,9529,11002,9444,14145,7887,11944,12020,3432,4040,6980,11456,0,5495,4450
1664,866.508271,0.71,Negative,0,0,0,0,0,0,0,0,0,0,0,8568,0,0,0,0,0,3150,0,0
1665,867.022754,5.75,Negative,9067,8943,9467,9073,9800,9784,9577,9645,9400,0,9763,9447,9319,8589,9431,10599,10411,8244,10862,8383
1667,867.518282,0.71,Negative,11704,6420,8049,7342,4102,7923,7666,8031,6922,7277,5303,0,0,0,0,3863,4789,0,0,0
1666,867.523249,5.75,Negative,4031,4101,4441,4576,4826,4788,4495,0,4158,4324,5047,3825,4765,4257,4572,5355,5036,3980,5163,3672
1670,868.193352,23.66,Negative,4729,2303,20429,20680,0,0,0,0,0,0,0,11678,0,17768,0,0,10460,0,0,11878
1668,868.193658,22.68,Negative,7969,9006,17247,8711,0,0,14254,0,0,0,0,8777,0,0,46908,0,4230,33570,0,12635
1671,868.194015,21.6,Negative,16724,0,11946,20872,0,0,15143,0,0,0,0,18379,0,21749,5149,0,51258,32191,0,26185
1669,868.194147,22.11,Negative,0,0,2145,14955,0,0,36125,0,0,0,0,11417,0,2498,17910,0,16991,15394,0,17548
1672,868.194324,23.19,Negative,0,12346,0,11308,0,0,0,0,0,0,0,0,0,0,0,0,13191,0,0,8716
1674,871.021584,5.75,Negative,3917,3812,0,3937,4310,3491,3681,3699,0,3549,0,3481,3739,3915,4251,4748,0,0,4569,3931
1675,871.063425,8.26,Negative,0,0,42399,38351,0,38578,0,40469,45128,0,0,26792,37512,32798,75973,32066,40964,0,0,39922
1677,873.942832,5.4,Negative,5272,7111,8534,6455,7203,10240,11991,13534,11000,6537,7898,5735,9334,3678,0,6227,3630,2480,0,8130
1678,874.355963,1.33,Negative,0,0,0,0,0,8445,0,0,0,0,0,0,6126,0,0,5486,0,0,0,0
