FeatureID,mzmed,rtmed,Polarity,L1_mean,L2_mean,L3_mean,L4_mean,L5_mean,L6_mean,L7_mean,L8_mean,L9_mean,NL1_mean,NL10_mean,NL11_mean,NL2_mean,NL3_mean,NL4_mean,NL5_mean,NL6_mean,NL7_mean,NL8_mean,NL9_mean
611,435.087342,3.8,Positive,0,14637,12409,23355,0,21020,26271,18726,26953,23377,12538,27087,14151,0,0,0,0,0,0,23205
612,435.087849,3.25,Positive,20099,8650,10750,8180,91745,9042,0,0,0,9388,6036,14646,8669,33298,23877,22344,23051,34428,13994,0
613,435.149414,6.53,Positive,18513,12461,0,0,24283,17943,0,45492,21352,11530,10231,17229,0,0,0,0,8673,0,0,12669
616,435.162315,17.28,Positive,0,18484,0,0,0,17217,11707,0,0,0,0,0,0,21259,0,0,16884,36063,0,0
615,435.162319,16.87,Positive,0,2508,0,0,0,21420,14532,0,12602,0,0,0,0,0,0,21916,0,0,0,0
620,435.162359,14.19,Positive,0,0,0,0,0,29691,0,0,9552,15717,0,0,0,0,0,0,0,31642,0,7150
617,435.162438,15.78,Positive,0,0,37734,0,0,22640,17460,0,7524,0,13757,0,0,0,0,0,0,21217,3226,0
618,435.162529,16.25,Positive,0,9701,0,0,0,13490,0,0,0,0,14686,0,0,0,0,27198,0,32522,2270,0
623,435.162563,11.63,Positive,24112,0,5203,0,15741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,435.162685,18.05,Positive,2084,0,16104,11920,0,15919,0,12443,13143,0,0,0,0,21043,0,0,14240,16388,0,0
619,435.162787,13.56,Positive,73313,0,2272,0,0,0,0,32135,0,0,0,0,0,0,19946,0,0,42406,0,16309
621,435.162814,12.92,Positive,58719,0,18849,0,0,0,0,22116,0,0,0,0,0,0,8061,0,0,0,0,0
622,435.162894,12.14,Positive,37827,0,27104,0,101272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,438.020247,5.87,Positive,18139,17264,16565,17309,11854,15686,15809,14540,14097,17387,16162,18679,15694,17685,20377,18930,19066,20975,18639,16926
629,438.355954,0.91,Positive,104134,45739,166342,139073,65440,103186,125516,123578,130478,140491,122494,96409,104788,99644,137974,139562,169486,70254,100721,138046
630,439.358793,0.92,Positive,30059,0,0,0,0,44059,36379,35181,0,0,0,29336,31517,31407,39296,39698,0,30488,42394,0
635,446.005611,5.37,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4678,0
638,447.249348,0.86,Positive,109635,0,139829,202088,58089,116044,112791,129283,121728,197528,146951,102758,112541,171855,164575,151470,168606,126800,166142,129805
639,447.249442,1.37,Positive,59880,74063,99245,82119,234070,80615,72445,78555,80686,62077,78259,91450,98595,118073,79379,73543,118016,113734,0,40863
641,448.251644,0.86,Positive,0,0,0,0,0,33692,0,0,0,0,0,0,0,0,0,0,48564,0,0,0
642,448.251862,1.39,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21787,0,0,25455,0
644,449.24957,0.87,Positive,0,0,16957,22380,0,14774,0,13019,12997,23584,19510,11766,11907,18188,20698,18852,20204,13316,20231,19402
645,450.608897,0.82,Positive,54260,0,28211,28004,25815,0,27775,24867,29278,30971,30383,33245,30193,34723,27843,41834,37194,55285,36066,28948
646,451.109134,0.82,Positive,21186,0,12605,13026,11631,9999,13009,11586,0,0,12503,14549,13042,14793,0,0,19668,25003,16585,13160
649,451.351174,2.04,Positive,0,0,0,22397,0,0,33372,0,28010,12787,24394,0,0,0,13667,28433,30094,0,24585,11865
648,451.351579,1.8,Positive,19249,52168,70293,47376,0,37686,45695,64110,53159,28892,40827,0,71079,67453,25027,47580,47097,19838,0,20893
647,451.351659,0.86,Positive,202923,0,245428,214433,139875,230388,325959,289997,208630,238510,321789,315244,211597,209489,386070,391148,395299,229534,390886,328254
650,451.607693,0.82,Positive,22519,0,9502,9476,9335,0,0,7652,0,11226,0,11548,10967,12170,0,0,0,19164,15361,12053
651,452.353912,0.85,Positive,0,0,119205,67718,42690,0,96157,85470,101973,101750,94722,0,0,120203,114851,0,117672,0,120684,100944
654,453.173138,10.0,Positive,0,0,0,0,0,13444,0,0,0,0,0,0,0,0,0,0,0,0,0,110454
653,453.17329,11.06,Positive,329266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61333,190993,0,117304,0
652,453.173387,10.34,Positive,0,0,265788,0,0,0,0,0,0,0,0,0,498874,0,0,139596,185395,0,29541,100749
655,453.173593,15.15,Positive,160281,0,133008,0,0,0,0,0,0,0,0,0,0,0,0,88320,98314,0,121862,0
656,453.331934,1.2,Positive,96171,143397,132023,127555,81045,93284,147298,190108,166040,189778,254345,124619,138423,91853,161588,217131,162230,98067,155047,170702
665,453.61639,25.75,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8541,0,0,0,0,0
663,453.616846,25.26,Positive,0,0,0,10017,0,0,0,0,0,0,0,0,0,0,6268,0,0,0,0,0
662,453.616929,24.69,Positive,0,7344,0,16857,0,0,0,0,0,0,0,15325,0,0,7635,0,0,0,0,0
660,453.617007,21.52,Positive,27314,26975,0,4793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,453.617044,24.35,Positive,12663,3165,0,0,0,0,0,0,0,0,0,0,0,0,9295,0,0,0,0,0
657,453.617082,4.75,Positive,33152,30221,38727,0,53583,35301,29932,30476,31736,0,0,39727,33606,0,0,0,0,0,0,28732
659,453.617169,4.19,Positive,0,0,0,0,0,0,21098,19752,22330,0,19290,0,28449,0,0,0,0,0,0,19061
664,453.61726,6.77,Positive,0,0,0,0,0,0,0,44021,0,0,0,0,0,0,0,0,0,0,0,0
658,453.617445,6.19,Positive,101400,0,161741,0,88267,97608,141938,83893,144731,146692,149764,135260,160104,0,0,0,0,135895,174789,145928
678,454.173942,11.9,Positive,0,0,3978,0,64209,0,0,0,0,25187,0,0,76470,0,23014,0,0,0,0,24981
679,454.174108,8.17,Positive,158004,2950,0,0,160669,216952,0,0,0,89417,18253,130950,96761,0,3700,0,0,64724,70536,0
677,454.174873,12.48,Positive,45105,21986,25210,0,70068,35654,32333,13850,0,41165,0,0,0,45896,24642,3470,0,0,19589,22383
